Date,BAJAJ-AUTO.NS,DRREDDY.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,MARUTI.NS,SUNPHARMA.NS,TCS.NS
2020-02-17,2573.96533203125,634.6265869140625,576.4274291992188,2035.524658203125,523.8287963867188,678.3485717773438,149.14463806152344,6560.67578125,384.6140441894531,1901.112548828125
2020-02-18,2579.739990234375,626.1150512695312,574.5804443359375,2019.0784912109375,523.4419555664062,685.3945922851562,148.4528045654297,6441.3212890625,384.8495178222656,1911.89892578125
2020-02-19,2586.769775390625,631.2760009765625,581.1869506835938,2071.26318359375,526.9237670898438,687.800537109375,150.52830505371094,6418.04931640625,380.0465087890625,1895.1593017578125
2020-02-20,2565.5126953125,626.8756713867188,576.40380859375,2031.59423828125,529.0516357421875,684.8360595703125,151.074462890625,6418.99951171875,381.3650207519531,1861.0323486328125
2020-02-24,2494.37646484375,611.6626586914062,573.017578125,2001.683349609375,512.4642944335938,683.8477783203125,147.83377075195312,6146.18994140625,374.6784973144531,1825.2666015625
2020-02-25,2466.674560546875,594.44677734375,568.4474487304688,2018.35595703125,513.5282592773438,686.0390625,146.95989990234375,6093.1376953125,366.2497863769531,1860.47119140625
2020-02-26,2466.00537109375,592.2225952148438,567.9501342773438,2020.7054443359375,506.51617431640625,672.5914306640625,144.6295166015625,5922.4423828125,352.8768615722656,1832.3851318359375
2020-02-27,2457.63671875,590.6242065429688,568.0448608398438,2037.6483154296875,498.4400634765625,668.3810424804688,143.8648681640625,5974.638671875,365.8730773925781,1816.767333984375
2020-02-28,2418.636962890625,563.6739501953125,557.720703125,1965.1766357421875,480.93402099609375,628.7259521484375,143.8648681640625,5968.27490234375,351.1816101074219,1725.8643798828125
2020-03-02,2336.7880859375,559.5240478515625,558.6441650390625,1951.35107421875,489.4936218261719,636.7600708007812,142.226318359375,5970.22216796875,347.9796447753906,1726.8565673828125
2020-03-03,2354.321533203125,586.1277465820312,559.68603515625,1957.8572998046875,497.8597717285156,641.8727416992188,141.1703643798828,6066.06591796875,370.62890625,1756.9703369140625
2020-03-04,2371.1552734375,610.7094116210938,544.0813598632812,1966.1707763671875,491.6697998046875,651.9690551757812,136.54600524902344,6064.451171875,381.8359375,1797.525634765625
2020-03-05,2364.290771484375,613.2321166992188,545.2653198242188,2004.25927734375,487.9461364746094,648.4031372070312,136.94654846191406,6046.97412109375,381.3178405761719,1833.636474609375
2020-03-06,2391.749267578125,610.6323852539062,537.474853515625,1977.962890625,470.3916931152344,634.9556274414062,132.35858154296875,6122.96484375,377.5508728027344,1826.2158203125
2020-03-09,2250.345703125,589.50732421875,524.40380859375,1917.05859375,442.7301025390625,605.3109741210938,129.04505920410156,5890.38330078125,370.4405822753906,1701.8765869140625
2020-03-11,2266.26123046875,577.8280029296875,527.4821166992188,1947.330078125,450.370849609375,589.4573974609375,127.9162826538086,5838.3291015625,363.4715576171875,1685.783935546875
2020-03-12,2045.3236083984375,548.9038696289062,483.6752014160156,1857.824951171875,411.6833801269531,542.3695068359375,113.46063232421875,5360.390625,334.1357727050781,1527.145751953125
2020-03-13,2061.2392578125,555.5859375,506.6442565917969,1837.2674560546875,432.52630615234375,551.9503173828125,118.15782165527344,5546.04736328125,361.823486328125,1558.5975341796875
2020-03-16,2045.8922119140625,544.3880004882812,473.3510437011719,1754.7657470703125,389.67987060546875,501.0817565917969,107.234130859375,5205.65234375,347.0849304199219,1463.76806640625
2020-03-17,1985.4654541015625,535.5778198242188,461.79547119140625,1810.9268798828125,355.19964599609375,476.8503723144531,108.6177749633789,5323.1552734375,348.591796875,1430.6341552734375
2020-03-18,1896.749267578125,513.8655395507812,415.2892150878906,1738.41015625,343.3999328613281,459.1064758300781,109.74657440185547,5084.44677734375,341.6227722167969,1427.52783203125
2020-03-19,1894.6507568359375,505.29608154296875,424.1215515136719,1661.1494140625,327.4413146972656,468.7733154296875,117.86650085449219,4578.05810546875,339.4096374511719,1422.2694091796875
2020-03-20,1960.848876953125,557.9256591796875,418.1070251464844,1853.98486328125,334.3567199707031,502.8431396484375,127.8070297241211,4824.69873046875,343.9772033691406,1562.2928466796875
2020-03-23,1692.601806640625,533.1129150390625,365.39666748046875,1689.5234375,274.6812744140625,452.36126708984375,112.36824035644531,4008.882568359375,305.6004943847656,1451.2562255859375
2020-03-24,1694.0010986328125,550.357666015625,363.5733642578125,1832.4329833984375,286.7710876464844,506.7958984375,109.01834106445312,4261.6484375,315.6302795410156,1480.3299560546875
2020-03-25,1702.39599609375,562.69189453125,405.746337890625,1886.9224853515625,306.501708984375,520.8878173828125,107.30694580078125,4755.1181640625,327.4022216796875,1521.3114013671875
2020-03-26,1842.4005126953125,567.8046264648438,426.7499694824219,1983.38525390625,319.4137268066406,552.5088500976562,113.89755249023438,4633.57958984375,318.5968017578125,1556.643310546875
2020-03-27,1795.7030029296875,561.6326904296875,428.3365173339844,1934.2728271484375,328.6986999511719,560.8438110351562,118.8496322631836,4413.2998046875,318.5496826171875,1585.8043212890625
2020-03-30,1737.3314208984375,576.6051025390625,393.8593444824219,1973.8519287109375,303.1166076660156,538.5028686523438,115.93665313720703,4111.56640625,313.3229675292969,1545.822265625
2020-03-31,1768.5067138671875,600.9652709960938,408.1853942871094,2077.001220703125,313.126953125,551.219970703125,125.03973388671875,4073.42724609375,331.7814636230469,1587.1949462890625
2020-04-01,1793.6480712890625,596.006591796875,392.9121398925781,1969.6046142578125,300.94036865234375,517.9663696289062,121.18001556396484,4033.57958984375,323.541015625,1485.197265625
2020-04-03,1778.475830078125,605.9817504882812,385.42938232421875,1946.5169677734375,277.2442932128906,503.2729187011719,129.5548553466797,3810.4970703125,354.0540466308594,1437.7840576171875
2020-04-07,1993.8604736328125,690.0196533203125,424.382080078125,2209.293212890625,315.39984130859375,549.0718383789062,132.2129364013672,4325.4814453125,393.04278564453125,1542.9537353515625
2020-04-08,1960.323974609375,709.2382202148438,420.97222900390625,2223.70654296875,308.4844665527344,542.7131958007812,130.1010284423828,4462.69384765625,411.2658386230469,1482.3291015625
2020-04-09,2130.1923828125,697.4047241210938,438.0924072265625,2143.64453125,331.4551696777344,546.7088623046875,134.907470703125,5059.7490234375,427.9820251464844,1535.0877685546875
2020-04-13,2096.612060546875,721.4857177734375,424.02685546875,2120.3310546875,319.800537109375,547.6970825195312,132.24935913085938,5018.4287109375,435.42193603515625,1529.0906982421875
2020-04-15,2042.04443359375,733.2326049804688,408.84832763671875,2247.83349609375,316.6088562011719,549.1148681640625,137.8932342529297,4839.04150390625,423.037841796875,1508.1436767578125
2020-04-16,2040.645263671875,743.448486328125,416.6388854980469,2201.342041015625,330.77813720703125,536.053955078125,135.70851135253906,4873.712890625,436.6932678222656,1491.5426025390625
2020-04-17,2080.521728515625,756.7164916992188,431.10699462890625,2155.16552734375,363.227294921875,540.264404296875,136.98292541503906,5229.1630859375,430.4776916503906,1569.8978271484375
2020-04-20,2079.7783203125,740.3865356445312,447.46942138671875,2111.384765625,349.4448547363281,561.359375,131.5939178466797,5064.2138671875,445.82830810546875,1580.7196044921875
2020-04-21,2031.63818359375,773.4413452148438,436.482177734375,2094.080322265625,320.961181640625,544.0880737304688,130.79286193847656,4750.51171875,445.5928955078125,1510.31640625
2020-04-22,2081.002685546875,781.22119140625,439.7736511230469,2156.205322265625,324.92669677734375,551.5206298828125,132.72271728515625,4921.25537109375,446.7229919433594,1537.99951171875
2020-04-23,2125.55712890625,775.5018310546875,452.252685546875,2094.170166015625,341.3688659667969,583.7003784179688,131.48468017578125,4897.98291015625,449.6424255371094,1632.521728515625
2020-04-24,2138.412353515625,770.8223266601562,444.2490234375,2063.086181640625,323.86279296875,565.39794921875,131.12059020996094,4792.82958984375,457.27069091796875,1580.632568359375
2020-04-27,2191.23095703125,766.4895629882812,440.2945861816406,2096.836181640625,336.4845275878906,571.069091796875,130.9749298095703,4802.9931640625,461.3673095703125,1596.3206787109375
2020-04-28,2154.458984375,760.6065063476562,441.0997009277344,2069.275146484375,348.0424499511719,567.718017578125,130.6836395263672,4799.5263671875,446.3463134765625,1615.8341064453125
2020-04-29,2185.459228515625,747.3093872070312,462.7426452636719,2016.6837158203125,358.2946472167969,581.3372802734375,132.64988708496094,4814.48681640625,449.8308410644531,1656.3372802734375
2020-04-30,2294.026123046875,758.0164184570312,474.44024658203125,1983.4755859375,367.6763610839844,614.8057250976562,132.57704162597656,5090.28857421875,437.3995666503906,1750.903076171875
2020-05-04,2135.61376953125,758.536376953125,437.1215515136719,1881.952392578125,326.957763671875,578.888427734375,126.75111389160156,4641.46337890625,438.3414001464844,1677.892578125
2020-05-05,2118.69287109375,738.297119140625,431.6516418457031,1844.767822265625,319.9940185546875,578.888427734375,126.64187622070312,4587.8427734375,429.72430419921875,1679.891845703125
2020-05-06,2161.586181640625,741.87890625,448.20355224609375,1816.48388671875,330.1978454589844,572.1860961914062,119.35940551757812,4600.5712890625,427.9349060058594,1654.5555419921875
2020-05-07,2104.482177734375,739.0193481445312,438.0686950683594,1800.0830078125,325.7004089355469,571.3698120117188,117.24749755859375,4511.32861328125,425.8630676269531,1644.1689453125
2020-05-08,2115.41357421875,767.2020263671875,439.9867858886719,1888.0970458984375,326.6192626953125,579.3180541992188,115.24481201171875,4420.9462890625,441.6845703125,1645.6898193359375
2020-05-11,2244.180419921875,743.7084350585938,433.71173095703125,1850.6412353515625,309.64508056640625,586.7935791015625,115.39044189453125,4690.38330078125,436.8345642089844,1682.1080322265625
2020-05-12,2298.87939453125,726.6466064453125,426.9631042480469,1817.7041015625,310.6606750488281,590.8751831054688,120.19688415527344,4703.20654296875,436.8816833496094,1694.450439453125
2020-05-13,2357.600830078125,727.8405151367188,439.32373046875,1803.4266357421875,326.957763671875,596.46044921875,120.4517593383789,4783.7578125,426.00433349609375,1694.5810546875
2020-05-14,2363.416259765625,718.6741943359375,423.24542236328125,1812.7340087890625,316.6571960449219,565.5267944335938,119.28656005859375,4857.8017578125,429.3946838378906,1653.4691162109375
2020-05-15,2329.267578125,719.271240234375,420.6170349121094,1836.2735595703125,312.1114196777344,560.5001220703125,119.90558624267578,4844.83544921875,422.4727478027344,1645.255615234375
2020-05-18,2166.48291015625,708.496826171875,396.22723388671875,1812.010986328125,288.7054748535156,570.4676513671875,119.9783935546875,4484.39990234375,415.03289794921875,1691.0609130859375
2020-05-19,2194.33544921875,712.4349365234375,393.3857421875,1785.1732177734375,290.4464111328125,574.5061645507812,124.34786987304688,4564.521484375,415.9746398925781,1693.7119140625
2020-05-20,2236.7041015625,752.9901733398438,405.9120788574219,1798.9986572265625,295.6208801269531,575.3223876953125,127.98910522460938,4646.8310546875,429.2063293457031,1698.0140380859375
